Feature1,Feature2,...,FeatureN,Label
7,54,0,9,3,47
5,75,0,7,0,63
4,91,1,6,8,75
9,70,0,6,5,66
4,98,1,7,2,82
3,41,0,9,8,23
5,90,1,4,8,77
1,64,0,4,4,40
5,67,1,6,1,54
9,74,1,7,9,72
9,58,0,9,0,54
7,75,1,5,1,64
4,72,0,5,9,52
6,95,1,8,9,88
6,78,1,5,6,66
5,87,0,6,2,72
3,80,0,6,9,61
5,66,1,7,9,54
8,52,0,5,0,47
1,54,0,9,8,34
4,56,0,8,9,40
7,64,1,6,8,54
5,66,0,4,1,52
8,79,0,8,5,77
6,98,1,6,2,87
6,69,1,9,5,57
5,77,1,9,6,69
2,59,1,7,6,38
2,49,0,8,4,28
3,51,1,7,8,31
4,98,1,4,3,78
9,60,0,7,4,57
3,91,1,7,9,74
1,86,0,6,6,61
9,47,1,8,7,45
5,98,1,8,3,86
1,80,0,9,0,56
9,74,1,8,2,68
5,48,1,8,1,35
7,52,1,6,9,48
5,86,1,7,6,73
9,58,0,7,5,52
6,76,1,5,8,68
9,84,1,6,0,80
3,84,0,9,0,67
2,78,1,8,4,56
2,64,0,6,3,42
6,49,1,5,1,35
2,51,0,9,5,32
5,57,1,5,2,41
3,48,1,7,3,27
6,48,1,5,6,37
4,63,0,9,3,45
6,90,1,9,1,80
5,58,0,8,8,47
8,52,0,8,5,43
4,62,1,6,9,43
3,80,1,7,0,61
4,57,0,4,7,40
1,65,0,4,5,40
6,65,0,4,3,52
7,47,0,5,5,39
1,59,1,7,9,34
5,81,1,5,3,68
5,73,0,7,4,59
2,44,0,8,8,28
8,83,0,7,4,77
5,77,0,8,2,61
3,94,0,6,3,72
5,99,1,6,4,87
1,50,1,6,8,26
6,93,0,8,9,84
3,58,1,7,1,40
1,62,1,5,0,36
8,46,0,6,0,40
9,46,1,4,4,44
7,69,1,5,7,61
2,52,1,4,5,28
9,98,1,7,7,100
1,45,1,4,2,19
7,90,1,9,7,81
2,71,0,7,1,53
6,61,0,5,5,46
8,71,0,9,6,67
6,74,1,8,7,60
3,85,1,9,8,64
8,77,1,7,0,70
8,40,0,8,6,34
3,65,0,5,4,44
6,67,1,6,7,57
7,73,0,4,8,67
9,83,0,7,3,76
9,90,1,4,9,88
1,62,1,7,6,36
2,75,0,9,1,51
5,84,1,4,2,73
4,95,0,8,8,79
6,64,1,4,9,48
3,46,0,5,8,27
4,79,0,8,5,65
4,80,0,5,5,63
4,87,0,7,3,70
5,98,1,5,8,83
2,52,1,8,8,33
8,87,1,7,0,83
6,87,1,5,3,73
2,55,1,8,8,38
2,66,0,8,6,41
1,69,0,5,5,46
3,78,1,6,9,59
2,90,0,9,0,67
9,96,1,5,5,95
8,93,0,8,3,86
1,58,1,7,1,34
4,61,0,6,4,43
1,84,1,8,4,63
7,80,0,7,2,67
3,93,1,6,2,74
9,50,1,9,9,51
7,61,1,6,8,54
2,57,1,4,6,32
2,52,1,8,1,27
2,58,0,8,1,33
9,52,1,8,0,47
4,93,1,5,3,79
8,84,1,5,0,76
4,87,1,8,9,72
1,70,1,4,7,45
3,40,0,9,4,18
4,49,0,9,8,35
7,45,1,6,5,34
7,50,1,6,4,42
5,40,1,7,5,26
9,93,1,9,6,92
1,58,0,4,0,32
7,52,0,8,1,43
5,79,0,8,0,64
7,60,0,7,2,49
6,97,1,7,6,88
3,69,1,8,6,51
5,48,1,6,5,31
6,59,1,6,6,47
7,81,0,8,0,73
3,46,0,7,7,26
8,41,0,9,1,40
4,68,1,9,0,52
9,41,1,5,7,38
1,65,1,4,1,37
6,75,1,5,2,59
2,82,0,5,3,61
2,60,1,5,4,33
3,70,1,5,2,50
4,88,1,4,6,69
6,89,1,8,4,80
9,96,0,8,3,95
6,95,0,5,8,84
6,91,0,4,2,79
8,99,1,5,0,92
3,94,1,6,5,74
9,69,1,7,3,71
4,49,0,8,4,34
6,54,1,9,6,47
3,49,1,7,0,24
9,54,1,7,8,52
2,50,0,6,2,26
7,51,0,4,0,43
7,96,0,9,1,89
7,58,1,7,9,46
8,41,0,8,5,37
4,79,1,6,4,61
3,75,0,7,4,53
6,64,0,7,1,53
5,72,0,4,7,59
4,63,1,6,2,46
4,98,1,6,7,80
3,71,1,9,8,52
1,48,1,7,0,24
4,54,0,5,2,33
1,93,0,6,7,65
5,44,0,6,0,30
8,99,0,9,6,98
1,97,1,4,5,73
1,40,1,8,8,15
4,65,0,5,8,49
7,77,0,9,8,70
2,85,1,5,7,64
6,57,0,7,0,42
8,92,1,7,7,89
4,46,1,9,0,32
8,77,1,4,4,71
3,58,0,8,4,39
1,44,0,4,8,18
8,67,1,5,4,61
3,73,1,6,8,53
4,84,0,4,6,65
9,55,0,7,7,51
4,93,1,6,9,75
5,95,0,9,1,81
4,92,0,4,5,75
7,56,1,8,2,44
8,57,0,9,3,53
4,91,0,4,9,74
7,88,0,8,2,80
7,86,1,9,3,79
1,43,1,7,0,17
2,66,0,9,4,42
5,58,0,9,0,42
6,71,1,7,7,61
6,62,1,7,6,51
1,40,0,8,5,16
8,82,1,4,8,75
9,71,1,9,5,71
3,94,1,6,2,73
5,78,0,5,9,66
4,55,1,5,8,38
5,74,0,5,3,57
2,44,0,4,1,20
9,49,0,9,4,46
9,54,0,7,9,55
7,57,0,8,2,46
1,87,0,7,2,58
3,65,1,5,9,45
5,97,0,4,2,84
8,81,0,7,9,78
4,46,1,5,1,32
9,59,0,7,4,59
9,87,1,8,9,89
1,49,1,4,4,20
1,54,0,6,6,29
7,84,0,7,0,76
3,55,1,6,2,36
3,99,0,9,0,78
5,47,0,8,9,35
7,41,1,9,8,33
8,52,0,8,8,50
9,84,1,5,0,82
3,83,0,7,0,61
2,98,0,7,9,77
5,54,0,8,5,41
4,83,1,6,4,65
2,79,1,5,3,56
5,87,1,6,7,74
7,62,1,4,9,55
7,93,0,6,0,85
6,53,1,7,1,39
2,84,0,8,0,59
6,88,1,6,2,74
1,47,0,4,5,17
3,49,1,4,5,29
9,81,1,9,9,77
1,61,1,6,7,35
3,71,1,7,4,50
2,40,0,7,8,18
7,57,1,8,6,50
2,75,0,4,4,50
3,62,0,8,1,41
8,52,0,7,1,48
9,97,1,9,3,95
8,94,0,6,1,88
3,95,0,4,9,78
8,56,0,9,3,50
1,76,0,5,8,50
9,98,1,8,1,96
3,73,1,7,8,53
9,78,1,5,1,73
7,60,1,5,5,53
5,53,0,7,9,38
1,97,1,5,8,71
9,54,1,4,7,52
8,64,0,6,2,56
8,60,1,4,0,48
1,96,0,9,5,69
4,99,1,4,4,82
9,51,0,6,1,44
4,84,1,8,1,66
3,82,1,8,0,60
2,60,0,7,7,40
1,68,0,6,8,42
5,72,1,8,1,58
2,45,1,4,5,22
8,55,0,5,5,49
5,90,0,8,9,77
7,54,0,6,7,44
1,84,1,5,0,56
4,87,0,5,0,69
6,52,1,8,4,44
1,99,1,4,3,71
1,78,0,9,0,53
8,81,0,9,6,74
1,62,1,4,0,36
6,41,0,5,9,34
2,90,0,4,4,64
1,58,0,5,2,33
4,56,1,5,3,35
8,58,0,8,1,52
5,62,0,9,1,43
1,66,1,5,6,41
1,90,1,9,3,67
9,66,0,9,0,65
2,88,1,8,5,67
2,68,1,4,7,47
5,84,0,6,5,72
3,42,0,8,9,26
6,56,0,5,7,47
6,72,1,6,4,59
9,40,0,5,8,37
2,59,0,7,9,38
3,72,1,4,1,50
1,83,0,8,5,57
9,89,1,6,5,88
3,73,1,9,6,55
9,61,0,9,9,59
6,91,1,9,7,81
2,76,1,4,1,53
6,53,1,5,3,40
4,52,1,6,5,31
5,91,1,9,9,81
6,52,1,7,5,45
7,86,1,5,4,74
4,91,0,6,7,75
2,69,1,5,7,45
3,69,1,4,4,44
7,43,0,8,2,33
6,79,0,5,1,66
3,42,0,9,3,22
6,63,0,8,8,52
2,70,1,5,6,47
5,96,0,7,0,83
2,68,1,7,9,46
3,49,1,4,0,26
5,41,1,9,6,29
2,84,1,9,7,64
5,51,1,5,7,38
3,44,0,8,8,24
6,57,1,6,7,47
6,81,0,9,9,75
4,71,1,8,2,55
5,44,1,5,3,27
7,50,0,8,1,39
9,85,0,7,9,88
6,46,0,5,3,34
6,83,0,5,0,72
4,95,1,9,4,75
3,94,1,5,1,74
7,59,0,9,4,52
